SourceSet,機能,画面/API,ケースID,テストケース名,前提条件,入力,手順,期待結果,観点,元観点区分,種別,優先度,リリースゲート,自動化,実装参照,確認証跡,備考,実行状況,実行結果,担当,証跡リンク,MVP最小実施,実施順,有効_実行状況,有効_実行結果,実施方式,実施環境,自動化対象,前提データ,実行備考
exhaustive,Cron｜マッチング案内（内部分岐）,GET/POST /api/cron/send-matching-proposal,TC-EX-CR-MP-11,POST が GET に委譲,CRON_SECRET 有効・Bearer 一致。event_date = 東京今日+2日・matching_proposal_notice_sent_at IS NULL・status locked|confirmed,手順参照,該当 seed のあと Cron 実行,POST でも同一レスポンス,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-matching-proposal/route.ts,HTTP JSON summary + notifications + event_days,503/401 は TC-CRN-send-matching-proposal-* で網羅,,,,,,,"=IF($W68=""対象"",IFERROR(IF(xlookup($D68,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D68,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S68),$S68),$S68)","=IF($W68=""対象"",IFERROR(IF(xlookup($D68,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D68,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T68),$T68),$T68)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-01,summary: final_notice_already_completed（final_day_before_notice_completed_at 済）,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,summary に skippedReason final_notice_already_completed、処理スキップ,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W69=""対象"",IFERROR(IF(xlookup($D69,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D69,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S69),$S69),$S69)","=IF($W69=""対象"",IFERROR(IF(xlookup($D69,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D69,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T69),$T69),$T69)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-02,雨天前日予約+最新 cancel で confirmed→cancelled_weather へ更新,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,UPDATE 成功時 status が cancelled_weather、以降 variant weather_cancel,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W70=""対象"",IFERROR(IF(xlookup($D70,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D70,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S70),$S70),$S70)","=IF($W70=""対象"",IFERROR(IF(xlookup($D70,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D70,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T70),$T70),$T70)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-03,reservations 取得エラー,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,該当 eventDay の summary が sent=skipped=failed=0 で continue,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W71=""対象"",IFERROR(IF(xlookup($D71,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D71,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S71),$S71),$S71)","=IF($W71=""対象"",IFERROR(IF(xlookup($D71,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D71,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T71),$T71),$T71)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-04,contact_email 空で skipped++,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,メール送信ループのみスキップ,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W72=""対象"",IFERROR(IF(xlookup($D72,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D72,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S72),$S72),$S72)","=IF($W72=""対象"",IFERROR(IF(xlookup($D72,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D72,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T72),$T72),$T72)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-05,weather_cancel_immediate が sent の予約はスキップ,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,二重防止分岐,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W73=""対象"",IFERROR(IF(xlookup($D73,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D73,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S73),$S73),$S73)","=IF($W73=""対象"",IFERROR(IF(xlookup($D73,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D73,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T73),$T73),$T73)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-06,day_before_final が sent の予約はスキップ,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,再送しない,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W74=""対象"",IFERROR(IF(xlookup($D74,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D74,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S74),$S74),$S74)","=IF($W74=""対象"",IFERROR(IF(xlookup($D74,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D74,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T74),$T74),$T74)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-07,variant=held（status confirmed）,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,payload variant held・weatherNotes は go 時の文言等,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,対象,4-09,"=IF($W75=""対象"",IFERROR(IF(xlookup($D75,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D75,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S75),$S75),$S75)","=IF($W75=""対象"",IFERROR(IF(xlookup($D75,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D75,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T75),$T75),$T75)",local-integration,local,partial,confirmed 系 seed・通知,
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-08,variant=weather_cancel,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,雨天確定後の最終案内,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W76=""対象"",IFERROR(IF(xlookup($D76,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D76,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S76),$S76),$S76)","=IF($W76=""対象"",IFERROR(IF(xlookup($D76,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D76,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T76),$T76),$T76)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-09,variant=operational_cancel + operational_cancellation_notice,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,参加者向け文言がメールに載る,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W77=""対象"",IFERROR(IF(xlookup($D77,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D77,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S77),$S77),$S77)","=IF($W77=""対象"",IFERROR(IF(xlookup($D77,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D77,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T77),$T77),$T77)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-10,variant=pending_matching（status locked）,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,編成待ち最終案内,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,対象,4-10,"=IF($W78=""対象"",IFERROR(IF(xlookup($D78,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D78,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S78),$S78),$S78)","=IF($W78=""対象"",IFERROR(IF(xlookup($D78,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D78,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T78),$T78),$T78)",local-integration,local,partial,locked 系 seed,
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-11,notifications insert 失敗,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,failed++、continue,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W79=""対象"",IFERROR(IF(xlookup($D79,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D79,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S79),$S79),$S79)","=IF($W79=""対象"",IFERROR(IF(xlookup($D79,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D79,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T79),$T79),$T79)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-12,failed>0 で sendOpsBatchFailureDigestEmail（JOB03）,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,運用メールまたはログで検証,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W80=""対象"",IFERROR(IF(xlookup($D80,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D80,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S80),$S80),$S80)","=IF($W80=""対象"",IFERROR(IF(xlookup($D80,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D80,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T80),$T80),$T80)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-13,failed===0 で final_day_before_notice_completed_at 更新,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,event_days に時刻が入る,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W81=""対象"",IFERROR(IF(xlookup($D81,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D81,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S81),$S81),$S81)","=IF($W81=""対象"",IFERROR(IF(xlookup($D81,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D81,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T81),$T81),$T81)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-14,after が sent/failed 以外は skipped++,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,pending 等の取りこぼし分岐,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W82=""対象"",IFERROR(IF(xlookup($D82,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D82,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S82),$S82),$S82)","=IF($W82=""対象"",IFERROR(IF(xlookup($D82,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D82,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T82),$T82),$T82)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,Cron｜前日最終（内部分岐）,GET/POST /api/cron/send-day-before-final,TC-EX-CR-DBF-15,POST が GET に委譲,CRON_SECRET 有効・Authorization: Bearer 一致。event_days.event_date = 東京「明日」,手順参照,該当データを seed したうえで Cron を1回実行,POST でも 200 と同一ロジック,境界,境界,境界値,P1,リリース前推奨,要検討,src/app/api/cron/send-day-before-final/route.ts,HTTP JSON summary + DB notifications/event_days,503/401 は TC-CRN-send-day-before-final-* で網羅,,,,,,,"=IF($W83=""対象"",IFERROR(IF(xlookup($D83,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D83,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S83),$S83),$S83)","=IF($W83=""対象"",IFERROR(IF(xlookup($D83,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D83,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T83),$T83),$T83)",local-integration,local,partial,cron secret・seed・モック,Staging で環境操作が難しい前提（ヒューリスティック）
exhaustive,公開API｜予約PATCH昼食,PATCH /api/reservations/{token},TC-EX-LP-DB,replaceReservationLunchItems: db_error,open・締切前・有効token。メニュー重複または無効ID等でRPC前段を誘発,手順参照,lunchItems を不正組み立て,HTTP 500,異常,異常,異常系,P1,リリース前推奨,可,src/lib/lunch/replace-reservation-lunch-items.ts,HTTP,reservations/[token]/route.ts が status を振り分け,,,,,,,"=IF($W84=""対象"",IFERROR(IF(xlookup($D84,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D84,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S84),$S84),$S84)","=IF($W84=""対象"",IFERROR(IF(xlookup($D84,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D84,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T84),$T84),$T84)",local-integration,local,partial,seed により異なる,公開APIの状態依存ケース（ヒューリスティック）
exhaustive,公開API｜予約PATCH昼食,PATCH /api/reservations/{token},TC-EX-LP-DUP,replaceReservationLunchItems: lunch_duplicate,open・締切前・有効token。メニュー重複または無効ID等でRPC前段を誘発,手順参照,lunchItems を不正組み立て,HTTP 422,境界,境界,境界値,P1,リリース前推奨,可,src/lib/lunch/replace-reservation-lunch-items.ts,HTTP,reservations/[token]/route.ts が status を振り分け,,,,,,,"=IF($W85=""対象"",IFERROR(IF(xlookup($D85,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D85,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S85),$S85),$S85)","=IF($W85=""対象"",IFERROR(IF(xlookup($D85,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D85,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T85),$T85),$T85)",local-integration,local,partial,seed により異なる,公開APIの状態依存ケース（ヒューリスティック）
exhaustive,公開API｜予約PATCH昼食,PATCH /api/reservations/{token},TC-EX-LP-INV,replaceReservationLunchItems: lunch_menu_invalid,open・締切前・有効token。メニュー重複または無効ID等でRPC前段を誘発,手順参照,lunchItems を不正組み立て,HTTP 422,境界,境界,境界値,P1,リリース前推奨,可,src/lib/lunch/replace-reservation-lunch-items.ts,HTTP,reservations/[token]/route.ts が status を振り分け,,,,,,,"=IF($W86=""対象"",IFERROR(IF(xlookup($D86,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,"""")<>"""",xlookup($D86,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$H:$H,""""),$S86),$S86),$S86)","=IF($W86=""対象"",IFERROR(IF(xlookup($D86,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,"""")<>"""",xlookup($D86,MVP_Minimum_Run!$C:$C,MVP_Minimum_Run!$I:$I,""""),$T86),$T86),$T86)",local-integration,local,partial,seed により異なる,公開APIの状態依存ケース（ヒューリスティック）
